AnnoA;AteneoNOME;AteneoCOD;SESSO;Isc
2000/2001;Molise;7001;F;4269
2000/2001;Molise;7001;M;3471
2000/2001;Napoli Benincasa;6304;F;9918
2000/2001;Napoli Benincasa;6304;M;1739
2000/2001;Napoli Federico II;6301;F;47579
2000/2001;Napoli Federico II;6301;M;44765
2000/2001;Napoli ISEF;6305;F;553
2000/2001;Napoli ISEF;6305;M;666
2000/2001;Napoli L'Orientale;6303;F;7571
2000/2001;Napoli L'Orientale;6303;M;2263
2000/2001;Napoli Parthenope;6302;F;6359
2000/2001;Napoli Parthenope;6302;M;7343
2000/2001;Napoli Vanvitelli;6306;F;13383
2000/2001;Napoli Vanvitelli;6306;M;10559
2000/2001;Padova;2801;F;32232
2000/2001;Padova;2801;M;24652
2000/2001;Palermo;8201;F;33695
2000/2001;Palermo;8201;M;24602
2000/2001;Palermo ISEF;8202;F;474
2000/2001;Palermo ISEF;8202;M;443
2000/2001;Parma;3401;F;14988
2000/2001;Parma;3401;M;12374
2000/2001;Pavia;1801;F;11852
2000/2001;Pavia;1801;M;9818
2000/2001;Perugia;5401;F;16501
2000/2001;Perugia;5401;M;12767
2000/2001;Perugia ISEF;5402;F;195
2000/2001;Perugia ISEF;5402;M;325
2000/2001;Perugia Stranieri;5403;F;1270
2000/2001;Perugia Stranieri;5403;M;621
2000/2001;Piemonte Orientale;201;F;4683
2000/2001;Piemonte Orientale;201;M;3126
2000/2001;Pisa;5001;F;23671
2000/2001;Pisa;5001;M;22299
2000/2001;Reggio Calabria;8001;F;2490
2000/2001;Reggio Calabria;8001;M;3791
2000/2001;Roma Biomedico;5808;F;293
2000/2001;Roma Biomedico;5808;M;191
2000/2001;Roma Foro Italico;5806;F;788
2000/2001;Roma Foro Italico;5806;M;820
2000/2001;Roma La Sapienza;5801;F;81122
2000/2001;Roma La Sapienza;5801;M;58815
2000/2001;Roma Luiss;5805;F;2478
2000/2001;Roma Luiss;5805;M;2571
2000/2001;Roma LUMSA;5803;F;3460
2000/2001;Roma LUMSA;5803;M;1592
2000/2001;Roma Tor Vergata;5802;F;10931
2000/2001;Roma Tor Vergata;5802;M;11583
2000/2001;Roma Tre;5807;F;16902
2000/2001;Roma Tre;5807;M;11790
2000/2001;Roma UNINT;5809;F;369
2000/2001;Roma UNINT;5809;M;237
2000/2001;Salento;7501;F;16435
2000/2001;Salento;7501;M;8343
2000/2001;Salerno;6501;F;23064
2000/2001;Salerno;6501;M;15782
2000/2001;Sannio;6201;F;2590
2000/2001;Sannio;6201;M;2593
2000/2001;Sassari;9001;F;10197
2000/2001;Sassari;9001;M;5493
2000/2001;Siena;5201;F;10839
2000/2001;Siena;5201;M;8215
2000/2001;Siena Stranieri;5202;F;83
2000/2001;Siena Stranieri;5202;M;17
2000/2001;Teramo;6701;F;5404
2000/2001;Teramo;6701;M;4252
2000/2001;Torino;101;F;35757
2000/2001;Torino;101;M;22375
2000/2001;Torino ISEF;103;F;2539
2000/2001;Torino ISEF;103;M;2541
2000/2001;Torino Politecnico;102;F;5462
2000/2001;Torino Politecnico;102;M;16212
2000/2001;Trento;2201;F;7001
2000/2001;Trento;2201;M;7212
2000/2001;Trieste;3201;F;16276
2000/2001;Trieste;3201;M;9601
2000/2001;Tuscia;5601;F;4116
2000/2001;Tuscia;5601;M;3708
2000/2001;Udine;3001;F;7337
2000/2001;Udine;3001;M;6776
2000/2001;Urbino;4101;F;13350
2000/2001;Urbino;4101;M;8769
2000/2001;Urbino ISEF;4102;F;272
2000/2001;Urbino ISEF;4102;M;370
2000/2001;Venezia Iuav;2702;F;3978
2000/2001;Venezia Iuav;2702;M;4937
2000/2001;Verona;2301;F;11726
2000/2001;Verona;2301;M;5869
2023/2024;Aosta;701;F;682
2023/2024;Aosta;701;M;270
2023/2024;Bari;7201;F;24966
2023/2024;Bari;7201;M;14904
2023/2024;Bari Politecnico;7202;F;3068
2023/2024;Bari Politecnico;7202;M;6968
2023/2024;Basilicata;7601;F;3513
2023/2024;Basilicata;7601;M;2095
2023/2024;Benevento Giustino Fortunato - telematica;6202;F;1317
2023/2024;Benevento Giustino Fortunato - telematica;6202;M;866
2023/2024;Bergamo;1601;F;11444
2023/2024;Bergamo;1601;M;7472
2023/2024;Bologna;3701;F;47867
2023/2024;Bologna;3701;M;36367
2023/2024;Bolzano;2101;F;2297
2023/2024;Bolzano;2101;M;1140
2023/2024;Bra Scienze Gastronomiche;401;F;130
2023/2024;Bra Scienze Gastronomiche;401;M;146
2023/2024;Brescia;1701;F;7547
2023/2024;Brescia;1701;M;8187
2023/2024;Ca' Foscari Venezia;2701;F;12306
2023/2024;Ca' Foscari Venezia;2701;M;7192
2023/2024;Cagliari;9201;F;14698
2023/2024;Cagliari;9201;M;9828
2023/2024;Calabria;7801;F;13591
2023/2024;Calabria;7801;M;9786
2023/2024;Camerino;4302;F;2781
2023/2024;Camerino;4302;M;2893
2023/2024;Casamassima – LUM G. Degennaro;7203;F;996
2023/2024;Casamassima – LUM G. Degennaro;7203;M;1020
2023/2024;Cassino;6001;F;3880
2023/2024;Cassino;6001;M;3441
2023/2024;Castellanza LIUC;1201;F;863
2023/2024;Castellanza LIUC;1201;M;1664
2023/2024;Catania;8701;F;21668
2023/2024;Catania;8701;M;16076
2023/2024;Catanzaro;7901;F;7157
2023/2024;Catanzaro;7901;M;4349
2023/2024;Chieti e Pescara;6901;F;13765
2023/2024;Chieti e Pescara;6901;M;7343
2023/2024;Enna KORE;8601;F;3726
2023/2024;Enna KORE;8601;M;1652
2023/2024;Ferrara;3801;F;16083
2023/2024;Ferrara;3801;M;10490
2023/2024;Firenze;4801;F;32452
2023/2024;Firenze;4801;M;22659
2023/2024;Firenze IUL - telematica;4804;F;1230
2023/2024;Firenze IUL - telematica;4804;M;533
2023/2024;Foggia;7101;F;8710
2023/2024;Foggia;7101;M;4727
2023/2024;Genova;1001;F;17808
2023/2024;Genova;1001;M;13823
2023/2024;Insubria;1202;F;6156
2023/2024;Insubria;1202;M;5068
2023/2024;L'Aquila;6601;F;8711
2023/2024;L'Aquila;6601;M;7902
2023/2024;Macerata;4301;F;6586
2023/2024;Macerata;4301;M;2364
2023/2024;Marche;4201;F;7299
2023/2024;Marche;4201;M;8273
2023/2024;Messina;8301;F;15437
2023/2024;Messina;8301;M;9298
2023/2024;Milano;1501;F;33965
2023/2024;Milano;1501;M;23806
2023/2024;Milano Bicocca;1509;F;22276
2023/2024;Milano Bicocca;1509;M;14089
2023/2024;Milano Bocconi;1503;F;5846
2023/2024;Milano Bocconi;1503;M;7917
2023/2024;Milano Cattolica;1504;F;28126
2023/2024;Milano Cattolica;1504;M;14080
2023/2024;Milano IULM;1505;F;6131
2023/2024;Milano IULM;1505;M;1702
2023/2024;Milano Politecnico;1502;F;16959
2023/2024;Milano Politecnico;1502;M;30767
2023/2024;Milano San Raffaele;1508;F;3504
2023/2024;Milano San Raffaele;1508;M;1654
2023/2024;Modena e Reggio Emilia;3601;F;13680
2023/2024;Modena e Reggio Emilia;3601;M;11856
2023/2024;Molise;7001;F;4194
2023/2024;Molise;7001;M;2571
2023/2024;Napoli Benincasa;6304;F;7551
2023/2024;Napoli Benincasa;6304;M;1249
2023/2024;Napoli Federico II;6301;F;40101
2023/2024;Napoli Federico II;6301;M;31069
2023/2024;Napoli L'Orientale;6303;F;7453
2023/2024;Napoli L'Orientale;6303;M;1875
2023/2024;Napoli Parthenope;6302;F;5623
2023/2024;Napoli Parthenope;6302;M;7764
2023/2024;Napoli Pegaso - telematica;6307;F;51805
2023/2024;Napoli Pegaso - telematica;6307;M;47751
2023/2024;Napoli Vanvitelli;6306;F;13718
2023/2024;Napoli Vanvitelli;6306;M;9230
2023/2024;Novedrate e-Campus - telematica;1301;F;23546
2023/2024;Novedrate e-Campus - telematica;1301;M;19195
2023/2024;Padova;2801;F;39080
2023/2024;Padova;2801;M;31723
2023/2024;Palermo;8201;F;25993
2023/2024;Palermo;8201;M;17662
2023/2024;Parma;3401;F;18011
2023/2024;Parma;3401;M;12409
2023/2024;Pavia;1801;F;14906
2023/2024;Pavia;1801;M;11479
2023/2024;Perugia;5401;F;17333
2023/2024;Perugia;5401;M;11157
2023/2024;Perugia Stranieri;5403;F;675
2023/2024;Perugia Stranieri;5403;M;322
2023/2024;Piemonte Orientale;201;F;8480
2023/2024;Piemonte Orientale;201;M;5509
2023/2024;Pisa;5001;F;22678
2023/2024;Pisa;5001;M;21096
2023/2024;Reggio Calabria;8001;F;2976
2023/2024;Reggio Calabria;8001;M;1772
2023/2024;Reggio Calabria - Dante Alighieri;8003;F;292
2023/2024;Reggio Calabria - Dante Alighieri;8003;M;37
2023/2024;Roma  Mercatorum - telematica;5814;F;25363
2023/2024;Roma  Mercatorum - telematica;5814;M;30970
2023/2024;Roma Biomedico;5808;F;1799
2023/2024;Roma Biomedico;5808;M;1132
2023/2024;Roma Europea;5812;F;1883
2023/2024;Roma Europea;5812;M;505
2023/2024;Roma Foro Italico;5806;F;629
2023/2024;Roma Foro Italico;5806;M;1748
2023/2024;Roma La Sapienza;5801;F;65450
2023/2024;Roma La Sapienza;5801;M;46510
2023/2024;Roma Link Campus;5817;F;347
2023/2024;Roma Link Campus;5817;M;504
2023/2024;Roma Luiss;5805;F;5398
2023/2024;Roma Luiss;5805;M;5668
2023/2024;Roma LUMSA;5803;F;6307
2023/2024;Roma LUMSA;5803;M;2608
2023/2024;Roma Marconi - telematica;5810;F;11927
2023/2024;Roma Marconi - telematica;5810;M;6927
2023/2024;Roma Saint Camillus;5818;F;1912
2023/2024;Roma Saint Camillus;5818;M;1055
2023/2024;Roma San Raffaele - telematica;5816;F;6882
2023/2024;Roma San Raffaele - telematica;5816;M;6247
2023/2024;Roma Tor Vergata;5802;F;17438
2023/2024;Roma Tor Vergata;5802;M;13230
2023/2024;Roma Tre;5807;F;20494
2023/2024;Roma Tre;5807;M;13108
2023/2024;Roma UNICUSANO - telematica;5815;F;9728
2023/2024;Roma UNICUSANO - telematica;5815;M;8672
2023/2024;Roma UNINETTUNO - telematica;5813;F;7647
2023/2024;Roma UNINETTUNO - telematica;5813;M;9230
2023/2024;Roma UNINT;5809;F;1116
2023/2024;Roma UNINT;5809;M;238
2023/2024;Roma UNITELMA - telematica;5811;F;2080
2023/2024;Roma UNITELMA - telematica;5811;M;1534
2023/2024;Rozzano (MI) Humanitas University;1510;F;1264
2023/2024;Rozzano (MI) Humanitas University;1510;M;753
2023/2024;Salento;7501;F;12159
2023/2024;Salento;7501;M;7200
2023/2024;Salerno;6501;F;18412
2023/2024;Salerno;6501;M;14539
2023/2024;Sannio;6201;F;1721
2023/2024;Sannio;6201;M;1825
2023/2024;Sassari;9001;F;7557
2023/2024;Sassari;9001;M;4529
2023/2024;Siena;5201;F;9539
2023/2024;Siena;5201;M;5321
2023/2024;Siena Stranieri;5202;F;1353
2023/2024;Siena Stranieri;5202;M;297
2023/2024;Teramo;6701;F;2930
2023/2024;Teramo;6701;M;1928
2023/2024;Torino;101;F;47721
2023/2024;Torino;101;M;29201
2023/2024;Torino Politecnico;102;F;10989
2023/2024;Torino Politecnico;102;M;23820
2023/2024;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;208
2023/2024;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;104
2023/2024;Trento;2201;F;8454
2023/2024;Trento;2201;M;7924
2023/2024;Trieste;3201;F;9967
2023/2024;Trieste;3201;M;6906
2023/2024;Tuscia;5601;F;3947
2023/2024;Tuscia;5601;M;3719
2023/2024;Udine;3001;F;7967
2023/2024;Udine;3001;M;6679
2023/2024;Urbino;4101;F;8864
2023/2024;Urbino;4101;M;4657
2023/2024;Venezia Iuav;2702;F;2737
2023/2024;Venezia Iuav;2702;M;1857
2023/2024;Verona;2301;F;16349
2023/2024;Verona;2301;M;8965
2022/2023;Aosta;701;F;689
2022/2023;Aosta;701;M;267
2022/2023;Bari;7201;F;24946
2022/2023;Bari;7201;M;15110
2022/2023;Bari Politecnico;7202;F;2978
2022/2023;Bari Politecnico;7202;M;6769
2022/2023;Basilicata;7601;F;3532
2022/2023;Basilicata;7601;M;2258
2022/2023;Benevento Giustino Fortunato - telematica;6202;F;1271
2022/2023;Benevento Giustino Fortunato - telematica;6202;M;881
2022/2023;Bergamo;1601;F;11818
2022/2023;Bergamo;1601;M;7467
2022/2023;Bologna;3701;F;47824
2022/2023;Bologna;3701;M;37014
2022/2023;Bolzano;2101;F;2403
2022/2023;Bolzano;2101;M;1123
2022/2023;Bra Scienze Gastronomiche;401;F;153
2022/2023;Bra Scienze Gastronomiche;401;M;180
2022/2023;Brescia;1701;F;7191
2022/2023;Brescia;1701;M;7995
2022/2023;Ca' Foscari Venezia;2701;F;12564
2022/2023;Ca' Foscari Venezia;2701;M;7283
2022/2023;Cagliari;9201;F;14167
2022/2023;Cagliari;9201;M;9530
2022/2023;Calabria;7801;F;13411
2022/2023;Calabria;7801;M;9600
2022/2023;Camerino;4302;F;2821
2022/2023;Camerino;4302;M;2922
2022/2023;Casamassima – LUM G. Degennaro;7203;F;809
2022/2023;Casamassima – LUM G. Degennaro;7203;M;948
2022/2023;Cassino;6001;F;3619
2022/2023;Cassino;6001;M;3400
2022/2023;Castellanza LIUC;1201;F;919
2022/2023;Castellanza LIUC;1201;M;1787
2022/2023;Catania;8701;F;21157
2022/2023;Catania;8701;M;15540
2022/2023;Catanzaro;7901;F;6655
2022/2023;Catanzaro;7901;M;4136
2022/2023;Chieti e Pescara;6901;F;13725
2022/2023;Chieti e Pescara;6901;M;7377
2022/2023;Enna KORE;8601;F;3399
2022/2023;Enna KORE;8601;M;1482
2022/2023;Ferrara;3801;F;15740
2022/2023;Ferrara;3801;M;10358
2022/2023;Firenze;4801;F;31673
2022/2023;Firenze;4801;M;22182
2022/2023;Firenze IUL - telematica;4804;F;922
2022/2023;Firenze IUL - telematica;4804;M;404
2022/2023;Foggia;7101;F;8267
2022/2023;Foggia;7101;M;4517
2022/2023;Genova;1001;F;17685
2022/2023;Genova;1001;M;13669
2022/2023;Insubria;1202;F;6227
2022/2023;Insubria;1202;M;5177
2022/2023;L'Aquila;6601;F;8452
2022/2023;L'Aquila;6601;M;7499
2022/2023;Macerata;4301;F;6855
2022/2023;Macerata;4301;M;2374
2022/2023;Marche;4201;F;6940
2022/2023;Marche;4201;M;7992
2022/2023;Messina;8301;F;14793
2022/2023;Messina;8301;M;8938
2022/2023;Milano;1501;F;34764
2022/2023;Milano;1501;M;24166
2022/2023;Milano Bicocca;1509;F;22061
2022/2023;Milano Bicocca;1509;M;13670
2022/2023;Milano Bocconi;1503;F;5697
2022/2023;Milano Bocconi;1503;M;7967
2022/2023;Milano Cattolica;1504;F;28195
2022/2023;Milano Cattolica;1504;M;14048
2022/2023;Milano IULM;1505;F;5952
2022/2023;Milano IULM;1505;M;1746
2022/2023;Milano Politecnico;1502;F;16733
2022/2023;Milano Politecnico;1502;M;30992
2022/2023;Milano San Raffaele;1508;F;2969
2022/2023;Milano San Raffaele;1508;M;1514
2022/2023;Modena e Reggio Emilia;3601;F;13710
2022/2023;Modena e Reggio Emilia;3601;M;11997
2022/2023;Molise;7001;F;3990
2022/2023;Molise;7001;M;2491
2022/2023;Napoli Benincasa;6304;F;7359
2022/2023;Napoli Benincasa;6304;M;1257
2022/2023;Napoli Federico II;6301;F;40455
2022/2023;Napoli Federico II;6301;M;31656
2022/2023;Napoli L'Orientale;6303;F;7775
2022/2023;Napoli L'Orientale;6303;M;1978
2022/2023;Napoli Parthenope;6302;F;5035
2022/2023;Napoli Parthenope;6302;M;7027
2022/2023;Napoli Pegaso - telematica;6307;F;41899
2022/2023;Napoli Pegaso - telematica;6307;M;40158
2022/2023;Napoli Vanvitelli;6306;F;13589
2022/2023;Napoli Vanvitelli;6306;M;9033
2022/2023;Novedrate e-Campus - telematica;1301;F;27234
2022/2023;Novedrate e-Campus - telematica;1301;M;22154
2022/2023;Padova;2801;F;37517
2022/2023;Padova;2801;M;31201
2022/2023;Palermo;8201;F;24736
2022/2023;Palermo;8201;M;16760
2022/2023;Parma;3401;F;17496
2022/2023;Parma;3401;M;12177
2022/2023;Pavia;1801;F;14151
2022/2023;Pavia;1801;M;10921
2022/2023;Perugia;5401;F;16403
2022/2023;Perugia;5401;M;10784
2022/2023;Perugia Stranieri;5403;F;637
2022/2023;Perugia Stranieri;5403;M;303
2022/2023;Piemonte Orientale;201;F;8417
2022/2023;Piemonte Orientale;201;M;5490
2022/2023;Pisa;5001;F;21949
2022/2023;Pisa;5001;M;20509
2022/2023;Reggio Calabria;8001;F;2985
2022/2023;Reggio Calabria;8001;M;1964
2022/2023;Reggio Calabria - Dante Alighieri;8003;F;377
2022/2023;Reggio Calabria - Dante Alighieri;8003;M;65
2022/2023;Roma  Mercatorum - telematica;5814;F;17037
2022/2023;Roma  Mercatorum - telematica;5814;M;22916
2022/2023;Roma Biomedico;5808;F;1654
2022/2023;Roma Biomedico;5808;M;1009
2022/2023;Roma Europea;5812;F;1696
2022/2023;Roma Europea;5812;M;520
2022/2023;Roma Foro Italico;5806;F;617
2022/2023;Roma Foro Italico;5806;M;1659
2022/2023;Roma La Sapienza;5801;F;63049
2022/2023;Roma La Sapienza;5801;M;45058
2022/2023;Roma Link Campus;5817;F;167
2022/2023;Roma Link Campus;5817;M;442
2022/2023;Roma Luiss;5805;F;4891
2022/2023;Roma Luiss;5805;M;5190
2022/2023;Roma LUMSA;5803;F;5972
2022/2023;Roma LUMSA;5803;M;2457
2022/2023;Roma Marconi - telematica;5810;F;9729
2022/2023;Roma Marconi - telematica;5810;M;6292
2022/2023;Roma Saint Camillus;5818;F;1561
2022/2023;Roma Saint Camillus;5818;M;866
2022/2023;Roma San Raffaele - telematica;5816;F;5630
2022/2023;Roma San Raffaele - telematica;5816;M;5374
2022/2023;Roma Tor Vergata;5802;F;17155
2022/2023;Roma Tor Vergata;5802;M;13235
2022/2023;Roma Tre;5807;F;19304
2022/2023;Roma Tre;5807;M;12505
2022/2023;Roma UNICUSANO - telematica;5815;F;11142
2022/2023;Roma UNICUSANO - telematica;5815;M;10992
2022/2023;Roma UNINETTUNO - telematica;5813;F;7919
2022/2023;Roma UNINETTUNO - telematica;5813;M;10142
2022/2023;Roma UNINT;5809;F;1339
2022/2023;Roma UNINT;5809;M;293
2022/2023;Roma UNITELMA - telematica;5811;F;1872
2022/2023;Roma UNITELMA - telematica;5811;M;1538
2022/2023;Rozzano (MI) Humanitas University;1510;F;1139
2022/2023;Rozzano (MI) Humanitas University;1510;M;672
2022/2023;Salento;7501;F;11442
2022/2023;Salento;7501;M;6906
2022/2023;Salerno;6501;F;18228
2022/2023;Salerno;6501;M;14578
2022/2023;Sannio;6201;F;1813
2022/2023;Sannio;6201;M;1822
2022/2023;Sassari;9001;F;7636
2022/2023;Sassari;9001;M;4571
2022/2023;Siena;5201;F;9716
2022/2023;Siena;5201;M;5477
2022/2023;Siena Stranieri;5202;F;1505
2022/2023;Siena Stranieri;5202;M;286
2022/2023;Teramo;6701;F;2893
2022/2023;Teramo;6701;M;1946
2022/2023;Torino;101;F;47471
2022/2023;Torino;101;M;28835
2022/2023;Torino Politecnico;102;F;10246
2022/2023;Torino Politecnico;102;M;23467
2022/2023;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;284
2022/2023;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;179
2022/2023;Trento;2201;F;8352
2022/2023;Trento;2201;M;7866
2022/2023;Trieste;3201;F;9536
2022/2023;Trieste;3201;M;6820
2022/2023;Tuscia;5601;F;3897
2022/2023;Tuscia;5601;M;3660
2022/2023;Udine;3001;F;7755
2022/2023;Udine;3001;M;6556
2022/2023;Urbino;4101;F;9204
2022/2023;Urbino;4101;M;4845
2022/2023;Venezia Iuav;2702;F;2630
2022/2023;Venezia Iuav;2702;M;1799
2022/2023;Verona;2301;F;15951
2022/2023;Verona;2301;M;8688
2021/2022;Aosta;701;F;705
2021/2022;Aosta;701;M;281
2021/2022;Bari;7201;F;25500
2021/2022;Bari;7201;M;15192
2021/2022;Bari Politecnico;7202;F;3001
2021/2022;Bari Politecnico;7202;M;6834
2021/2022;Basilicata;7601;F;3475
2021/2022;Basilicata;7601;M;2398
2021/2022;Benevento Giustino Fortunato - telematica;6202;F;1139
2021/2022;Benevento Giustino Fortunato - telematica;6202;M;853
2021/2022;Bergamo;1601;F;12408
2021/2022;Bergamo;1601;M;7545
2021/2022;Bologna;3701;F;47612
2021/2022;Bologna;3701;M;36970
2021/2022;Bolzano;2101;F;2542
2021/2022;Bolzano;2101;M;1146
2021/2022;Bra Scienze Gastronomiche;401;F;186
2021/2022;Bra Scienze Gastronomiche;401;M;172
2021/2022;Brescia;1701;F;6993
2021/2022;Brescia;1701;M;7989
2021/2022;Ca' Foscari Venezia;2701;F;13048
2021/2022;Ca' Foscari Venezia;2701;M;7535
2021/2022;Cagliari;9201;F;14449
2021/2022;Cagliari;9201;M;9862
2021/2022;Calabria;7801;F;13690
2021/2022;Calabria;7801;M;9810
2021/2022;Camerino;4302;F;2900
2021/2022;Camerino;4302;M;2960
2021/2022;Casamassima – LUM G. Degennaro;7203;F;677
2021/2022;Casamassima – LUM G. Degennaro;7203;M;925
2021/2022;Cassino;6001;F;3703
2021/2022;Cassino;6001;M;3536
2021/2022;Castellanza LIUC;1201;F;973
2021/2022;Castellanza LIUC;1201;M;1877
2021/2022;Catania;8701;F;21834
2021/2022;Catania;8701;M;15965
2021/2022;Catanzaro;7901;F;6679
2021/2022;Catanzaro;7901;M;4224
2021/2022;Chieti e Pescara;6901;F;14012
2021/2022;Chieti e Pescara;6901;M;7650
2021/2022;Enna KORE;8601;F;3254
2021/2022;Enna KORE;8601;M;1437
2021/2022;Ferrara;3801;F;15758
2021/2022;Ferrara;3801;M;10415
2021/2022;Firenze;4801;F;31388
2021/2022;Firenze;4801;M;22291
2021/2022;Firenze IUL - telematica;4804;F;746
2021/2022;Firenze IUL - telematica;4804;M;299
2021/2022;Foggia;7101;F;7705
2021/2022;Foggia;7101;M;4404
2021/2022;Genova;1001;F;17903
2021/2022;Genova;1001;M;13998
2021/2022;Insubria;1202;F;6383
2021/2022;Insubria;1202;M;5382
2021/2022;L'Aquila;6601;F;8382
2021/2022;L'Aquila;6601;M;7403
2021/2022;Macerata;4301;F;7334
2021/2022;Macerata;4301;M;2518
2021/2022;Marche;4201;F;6746
2021/2022;Marche;4201;M;8014
2021/2022;Messina;8301;F;14559
2021/2022;Messina;8301;M;8729
2021/2022;Milano;1501;F;36288
2021/2022;Milano;1501;M;24731
2021/2022;Milano Bicocca;1509;F;21880
2021/2022;Milano Bicocca;1509;M;13443
2021/2022;Milano Bocconi;1503;F;5665
2021/2022;Milano Bocconi;1503;M;8065
2021/2022;Milano Cattolica;1504;F;28343
2021/2022;Milano Cattolica;1504;M;13841
2021/2022;Milano IULM;1505;F;5614
2021/2022;Milano IULM;1505;M;1784
2021/2022;Milano Politecnico;1502;F;16179
2021/2022;Milano Politecnico;1502;M;30834
2021/2022;Milano San Raffaele;1508;F;2571
2021/2022;Milano San Raffaele;1508;M;1313
2021/2022;Modena e Reggio Emilia;3601;F;14223
2021/2022;Modena e Reggio Emilia;3601;M;12557
2021/2022;Molise;7001;F;3974
2021/2022;Molise;7001;M;2585
2021/2022;Napoli Benincasa;6304;F;7388
2021/2022;Napoli Benincasa;6304;M;1304
2021/2022;Napoli Federico II;6301;F;41183
2021/2022;Napoli Federico II;6301;M;32743
2021/2022;Napoli L'Orientale;6303;F;8780
2021/2022;Napoli L'Orientale;6303;M;2223
2021/2022;Napoli Parthenope;6302;F;4644
2021/2022;Napoli Parthenope;6302;M;6507
2021/2022;Napoli Pegaso - telematica;6307;F;32901
2021/2022;Napoli Pegaso - telematica;6307;M;33881
2021/2022;Napoli Vanvitelli;6306;F;13289
2021/2022;Napoli Vanvitelli;6306;M;8839
2021/2022;Novedrate e-Campus - telematica;1301;F;22159
2021/2022;Novedrate e-Campus - telematica;1301;M;18834
2021/2022;Padova;2801;F;35466
2021/2022;Padova;2801;M;30396
2021/2022;Palermo;8201;F;24559
2021/2022;Palermo;8201;M;16927
2021/2022;Parma;3401;F;17200
2021/2022;Parma;3401;M;11963
2021/2022;Pavia;1801;F;13784
2021/2022;Pavia;1801;M;10576
2021/2022;Perugia;5401;F;16219
2021/2022;Perugia;5401;M;10749
2021/2022;Perugia Stranieri;5403;F;707
2021/2022;Perugia Stranieri;5403;M;371
2021/2022;Piemonte Orientale;201;F;8488
2021/2022;Piemonte Orientale;201;M;5446
2021/2022;Pisa;5001;F;22596
2021/2022;Pisa;5001;M;21026
2021/2022;Reggio Calabria;8001;F;2792
2021/2022;Reggio Calabria;8001;M;2001
2021/2022;Reggio Calabria - Dante Alighieri;8003;F;415
2021/2022;Reggio Calabria - Dante Alighieri;8003;M;84
2021/2022;Roma  Mercatorum - telematica;5814;F;11776
2021/2022;Roma  Mercatorum - telematica;5814;M;17006
2021/2022;Roma Biomedico;5808;F;1496
2021/2022;Roma Biomedico;5808;M;952
2021/2022;Roma Europea;5812;F;1559
2021/2022;Roma Europea;5812;M;516
2021/2022;Roma Foro Italico;5806;F;602
2021/2022;Roma Foro Italico;5806;M;1612
2021/2022;Roma La Sapienza;5801;F;62776
2021/2022;Roma La Sapienza;5801;M;44733
2021/2022;Roma Link Campus;5817;F;154
2021/2022;Roma Link Campus;5817;M;392
2021/2022;Roma Luiss;5805;F;4863
2021/2022;Roma Luiss;5805;M;5148
2021/2022;Roma LUMSA;5803;F;5437
2021/2022;Roma LUMSA;5803;M;2168
2021/2022;Roma Marconi - telematica;5810;F;7340
2021/2022;Roma Marconi - telematica;5810;M;5525
2021/2022;Roma Saint Camillus;5818;F;1169
2021/2022;Roma Saint Camillus;5818;M;702
2021/2022;Roma San Raffaele - telematica;5816;F;4003
2021/2022;Roma San Raffaele - telematica;5816;M;4165
2021/2022;Roma Tor Vergata;5802;F;15270
2021/2022;Roma Tor Vergata;5802;M;12754
2021/2022;Roma Tre;5807;F;19171
2021/2022;Roma Tre;5807;M;12537
2021/2022;Roma UNICUSANO - telematica;5815;F;11746
2021/2022;Roma UNICUSANO - telematica;5815;M;12996
2021/2022;Roma UNINETTUNO - telematica;5813;F;6662
2021/2022;Roma UNINETTUNO - telematica;5813;M;8588
2021/2022;Roma UNINT;5809;F;1520
2021/2022;Roma UNINT;5809;M;331
2021/2022;Roma UNITELMA - telematica;5811;F;1507
2021/2022;Roma UNITELMA - telematica;5811;M;1322
2021/2022;Rozzano (MI) Humanitas University;1510;F;1033
2021/2022;Rozzano (MI) Humanitas University;1510;M;602
2021/2022;Salento;7501;F;11313
2021/2022;Salento;7501;M;6755
2021/2022;Salerno;6501;F;18478
2021/2022;Salerno;6501;M;14914
2021/2022;Sannio;6201;F;1909
2021/2022;Sannio;6201;M;1931
2021/2022;Sassari;9001;F;7950
2021/2022;Sassari;9001;M;4743
2021/2022;Siena;5201;F;9762
2021/2022;Siena;5201;M;5843
2021/2022;Siena Stranieri;5202;F;1665
2021/2022;Siena Stranieri;5202;M;323
2021/2022;Teramo;6701;F;2953
2021/2022;Teramo;6701;M;2160
2021/2022;Torino;101;F;47190
2021/2022;Torino;101;M;29046
2021/2022;Torino Politecnico;102;F;9904
2021/2022;Torino Politecnico;102;M;23368
2021/2022;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;45
2021/2022;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;24
2021/2022;Trento;2201;F;8487
2021/2022;Trento;2201;M;7982
2021/2022;Trieste;3201;F;9217
2021/2022;Trieste;3201;M;6819
2021/2022;Tuscia;5601;F;3940
2021/2022;Tuscia;5601;M;3734
2021/2022;Udine;3001;F;7764
2021/2022;Udine;3001;M;6808
